content_final,score
app instal wont even open a samsung ive tried the trouble shooting option available nothing a loading icon a junk app,0
something went wrong,0
dissappointing seemed ok first became unworkable slow any thing 3rd time reinstall even slower im reinstalling 4th time it doe feel faster design problem update 5 follows 4th install slow even startup downloaded movie is right prime downloads work fine tablet memory storage please fix mr disney 10min a fast wifi network give waiting the profile page load,0
poor app development make app frustrating use youd think dianey could afford make decent app rival netflix like of show this app need serious upgrade,0
app wont even open login page matter many fix restarting phone the app uninstall reinstall try just doesnt work least my phone,0
 noentry star ,0
cant open app all only stuck the loading screen cant log or anything wa excited get disney plus nothing used work wa fine ever since i redownload not all,0
idk whats going but stay the loading screen,0
your hiring qualification political view end app doesnt work star war plot with no logic entertainment value buzz lightyear doesnt even resemble buzz lightyear you something new grab a few people the street ask if is decent when say terrible fix you clearly dont function well your,0
get disney plus packageknow have have tv package see espn pluswhat scam,0
downloading thing sd card app get extremely slow have tried restarting phone deleting reinstalling app deleting downloads downloading again a lower quality setting none this work i dowload internal storage problem thats really a solution since my available internal storage is limited netflix app no problem my sd card maybe disney ask netflix help fix app,0
never got the login screen spining wheel death infinitely loading dissatisfaction be renamed application loading simulator this happens ill give five star,0
app doesnt even work anymore stuck loading screen hour nothing happens internet perfect work our computer wont load tv mobile,0
app randomly stoped working my phone i cant get to work matter i try,0
app doesnt launch loading screen 15 min nothing restarted several time,0
app work perfectly fine today stuck loading screen try everything fix wasnt the first time happened haded happen the night a road trip,0
cant get load never used and cant get anyone talk me crooked app hulu,0
always hang day one till,0
payment made difficult pay online on time watchout hidden fee may cause to overpay monthly yearly,0
app refuse allow log on tv without logging on mobile device computer when attempt website to connect log there option that,0
cant stream my tv,0
go woke go broke uninstalled,0
constantly buffering then say have slow internet connection even though have trouble all streaming netflix prime youtube,0
load my phone all,0
horrible screen always go black the time is annoying,0
start put a wait cursor never end much an app it doesnt work all,0
app loading tried many time reinstall nothing,0
offline mode awful can play a minute than crash type profile pin right it refuse sign profile say wrong pin unstable,0
used be great app work wonderfully it never work doesnt load it load chance spin spin huge didappointment,0
pictureinpicture quality movie okay like other provider pictureinpicture quiet important me also work phone to pause the movie everytime want to check something the phone ridiculous pay multiple subscription because this simple thing i will rather cancel and stay netflix prime,0
app isnt launching just in loading screen endless loading screen,0
bad app slow crush the time,0
ewwwwwwwww baddddddd hecking freaking app,0
cant open samsung mobile,0
app wont even load anymore,0
cant even open it suck,0
app doesnt open mean cant sign on tv anywhere 3 month hasnt worked yet youre quick take payment,0
feel like im back 2g surfing watching downloads stop 3 downloads,0
trash useless many glitch dont recommended,0
bad content guy content,0
great like 5 second logging loading selection greeeeaaaat all when have restart app 3 time watch show get 30 second before infinitely buffersi finally enough cant even skip 10 second ahead without deciding to die worth time money anymore fix all and maybe ill get app,0
cant block objectionable content even parental control the show rated age appropriate disney kid see,0
always spin,0
freeze,0
only streaming network constantly lag the middle a show dont any issue netflix hulu hbo etc disney plus lag multiple time a show movie,0
goodbye disney anyone support evil man fauci not getting cent me more more more woke propaganda keep appearing disney need wake instead woke,0
gay neutralface neutralface neutralface ,0
apps concept pretty good what offer everytime try logg say used wrong pin even though thats impossible bcs everytime try logg offline accepts the movie showsepisode also take too much place just dowload next netflix other simmilar apps over it pretty bad only bought so could watch show without seeing add everywhere rn cant even watch anything bcs it doesnt let get my account,0
absolute garbage not work also stop shoving notsosecret woke agenda your paying customer throat,0
app barely work doesnt load watched on device show good,0
useless offline feature refuse work doesnt compare the seamlessness other streaming apps,0
cannot load app tried uninstalling still go around around like previous review need be fixed,0
doesnt even load a waste time money,0
since are forcing everyone including kid be influenced thing we never thought we respect all people around world i would never ever recommend anymore,0
app doesnt work anymore im going have cancel subscription this isnt resolved,0
would give zero star could am unable open app all left overnight still wont open i wasnt using wifi anything anything else this app this device connected whats the point having it and paying the subscription it wont open disappointed,0
ive got disney my android phone sound play tried uninstalling reinstalling still sound also it my amazon firestick also issue disappointed disney,0
am paying 2 apps one glitch completely overheats phone just wanted watch cruella bed that doesnt seem be option have wifi my phone got hot had get away it,0
doesnt work my phone disney developer care retention do you enjoy called labeled low quality kindly fix app just downloaded paramount it work well our hulu netflix hbo max bad standard this app extremely poor,0
work one moment 5 minute later im unable login disappointed two week later still working disney happilyeverafter take monday year subscription bit update advice fixing problem one would think a large company a disney could get a app work disappointed,0
free,0
literally take age load whatever watching if leave app also get stuck the loading page frustrating,0
app wont load my samsung note 10 uninstalled reinstalled,0
update company shouldnt in streaming business app a perfect example downgrading 2 star 1 star 1 very low volume google tv in audible even soundbar full volume 2 show dont allow skip the next episode the full credit play some those last 5 min especially the mini series 3 youre scrolling a list isnt option jump to search using the google remote,0
describe experience well disney cant it never get past loading screen anymore,0
not work try boot app crash even loading login screen,0
buffer lot take time load,0
endless buffering whats point an app doesnt work it stuck endless loading would amazing it worked it worked,0
cant watch show get mouse the phone,0
not load play new released movie,0
need update fix bug app spin doesnt open,0
decent content functionally subpar putting nicely held to other streaming service disney espn dont perform well all constant buffering dropped stream,0
app never work always error,0
whats purpose making child gay,0
app shoddy take age open then get pop saying disney cant connect right hmmmmm happy weve had week change 1 connection improves another week later i still cant access app any device gggggrrrrrr frigging developer need quit going for quick buck sort out got a few unhappy customer dude it aint odd 1 2 handful a heap u issue awesome you acknowledged,0
work africa yet pay disney,0
loading black screen say long episode but doesnt load skull skull skull ,0
seems android world cut from disney now cool,0
stuck initial loading screen downloaded the first time tried restarting android reinstalling app internet connection stable useless app fixed cancelling sub,0
sht service,0
mobile data signal at highest can it still say internet connection lost expressionlessface ,0
a bad app i dont recommed one download or waste ur money it,0
doesnt work region issue lame,0
trying run on old nexus 7 no luck even though device supported,0
dont want lgbt me bad thing,0
worst streaming app big three with web app the android app performance issue best worst just keep loading forever,0
too the bad experience downloading movie,0
disgusting,0
scream gay agenda created hostile entertainment environment inappropriate child disney job influence revoke political issue decision is your place decide educational curriculum public school is your responsibility provide validationsupport miniscule percentage fringe population your job is to provide safe age appropriate entertainment appropriate the majority the world stay your lane,0
not work,0
absolutely terrible app keep crashing error 83 message yes course rebooted device check compatible accessed 2 smartphones 1 tablet 1 smart tv give trouble except on tv i can see the home page thats it no movie episode load waste money unsubscribed immediately canceled subscription a rubbish,0
cant open app please fix unacceptable i pay monthly fix asap,0
nu merge defel pe android sau iphone teapa stil romanesc,0
load not open,0
app keep saying wrong pin work roku tried multiple time even changed my pin keep saying wrong pin worth keeping my phone this point,0
dont support lgbt,0
you watch the marvel content there really nothing else,0
ap le 24 hour wont load wont anything appears if others experiencing the same issue they fix,0
super bad app,0
bad,0
great stopped workingi renew subscription i cant use it im not paying it,0
 thumbsdown thumbsdown thumbsdown ,0
doesnt even work error everywhere,0
bad slow,0
unusable thats pretty much all streaming apps work phone firetv stick disney app sits loading screen minute both phone firetv stick could let go longer everytime do just sits the loading screen the only way can stream disney on my laptop i my tv hooked to simply ridiculous disney is a large corporation many resource can app even load,0
unable log even though have profile set already say email doesnt exist,0
worst streaming app nothing loading circle trying watch something,0
suck never work,0
worst app ive ever downloaded fails basic task like opening app ive uninstall twice one week it lock refuse to start losing my downloads ive removed the app and have unsubscribe ill give prime go instead think,0
downloaded movie it still wont play black screen,0
bad thumbsdown content,0
struggle download content the point i no longer interested using deleted,0
far much marvel enough woman superheros enough cant replace physical strength therefore movie end the male superheros made the series otherwise will drown,0
terrible service general downloads worked they didnt then couldnt delete video player refuse do anything load unless switch one my nonsamsung device faster a cheaplydesigned att phone phone lag holy hell i open app then anything else slow use my tv slow even a gigabit connection pc tldr dont use you value sanity apparently likely run poor samsung device,0
recent update it wont open,0
not get disney bundle plan use prime video part deal prime video make either buy rent movie worth watching the greediest film company have ever seen disney espn are great beware the prime video monster may get you too ,0
first,0
le2 still awful loading clearing cache first use le clear cache data it seems work fine it not work really content loading overall speed awful im not sure people use on 5g 4g wifi 5ghz wifi 24ghz situation,0
keep rubbisb agenda yourself will let smear family,0
trash app,0
work fine iphone my samsung s10 doesnt open just stay on the loading screen forever,0
bad app content good,0
app glitch,0
wont even load app past initial screen stuck disney logo rotating loading circle made trash,0
you delete gay scene might consider downloading app,0
app honestly bad do need connection watch downloaded item work really bad chromescast lag slow doesnt save progress rewinding 10 sec often let lag i to go back start again doesnt save progress background,0
streaming service decent although company decided turn woke anyone doesnt want watch expose kid that type content stray away,0
stopped working all device eternal loading screen opening app dont know issue i updated cleared the cache turned vpn switched mobile data nothing leave disney to create streaming app le functional funimation,0
app suck,0
shocking ux this app especially downloaded content steadfastly refuse play think only time ive successfully played offline content have some form internet connection active entirely defeat point 50 time also sits spinning little circle whe trying play content online havent yet managed determine star need be lined on day the week coinciding which way the wind blowing to assure success,0
you havent updated please dont app working fine my phone u updated,0
so much lgbt dont like this app not good kid,0
terrible app,0
app junk streaming online glitchy best due glitch tried downloading content instead randomly deletes already downloaded content downloaded hamilton yesterday watch today already gone note app deleted it downloaded content still glitch you get the circle death loading screen hour youngest wanted watch baymax got fed with waiting grabbed a dvd hbo max netflix hulu actually work unlike joke,0
lie is update is same robo message 6722 52522 42122 4822 disney ha even content our neverending quest create share best story disney pixar marvel star war national geographic will continue place feel something every story whatever mood wherever you might be,0
worst streaming application,0
fetrh blueheart purpleheart lgbt,0
homosexual content,0
terrible terrible absolutely terribe,0
stop working bam nothing play longer you goin refund now support nothing whatsoever,0
comment,0
soo bad,0
want app open after downloading,0
 brokenheart ,0
geen nederlandse ondertiteling serieus app buggy op android telefoon tablet tv,0
 thumbsdown ,0
buggy hell developed school kid,0
not work,0
completely useless app take long load not even worth trying usually dont use app checked today find wa still broken even half year all negative review saying same thing thats i always opt other streaming service my phone,0
poor content bad service,0
some weird reason app refuse load,0
cant even log because app automatically launch chrome passphrases i dont even simply impossible use,0
cant leave kid see trash,0
wont launch worked fine since update stuck the load screen either fix or give my money back,0
great worked get stuck loading screen firestick uninstalls restarts work came test app my phone the issue cannot get past the loading screen it not an issue our end it app i am longer paying a service i cannot use to i canceled my subscription android development team is incompetent your inability to care the quality service provide is appalling,0
for kid,0
bad content childeren,0
since new update app wont launch please fix problem,0
critical,0
really bad my child,0
support gay,0
rezalet,0
app terrible buffer time bad waiting long load sometimes forgot show start watch want move forward 10 sec have wait 30 sec more load today i cant even start show say internet speed slow no it now internet others streaming apps working perfectly except disney better sell show netflix we watch and downloads whats point you cant play offline,0
bad app,0
bad,0
go the hill fire ,0
app trying destroy kid mind making think lgbt a cool lifestyle agree everyone the right be anything want forcing kid watch animation gay thought thats supporting,0
disney plus keep shutting on own been kicking out my show movie every 10 30 minute about week you guy need fix it ridiculous,0
app hang constantly cant actually view video half time app a buggy mess,0
 facevomiting nauseatedface ,0
app continues show recommend show child profile especially cartoon promote sexualization child character is appropriate young audience stop grooming disney,0
gross,0
terrible app unresponsive doesnt open awful experience,0
take while load terrable,0
paid 1 year still say not available your region work your pc didnt pay watch pc,0
stop forcing child watch sexual gay activity,0
much content gay,0
 facevomiting facevomiting facevomiting facevomiting ,0
disney plus a lot great show by golly app doesnt know to work ever good connection bad connection seems like dosent matter compare to tube app never problem play video opposite this app,0
reason lgbtq,0
asks every month so update payment method my card still work app extremely slow wont load the show want watch any my device,0
sexual content,0
am disturbed they make app have way easily change subtitle need those service despite multiple attempt change device app appropriate language disney continues revert back german wish could give the app negative star,0
take forever load im still stuck page u open the app all doe load it really slow,0
slow app please work making snappy would waste far le time the 100m people using you may look what amazon prime video provided inspiration is decent speed,0
use work all a sudden stop wont connect my tv before stop working noticed could get of tv show friend could could give negative star i would,0
primitive app unable tune brightness app quick option download episode download screen netflix a much better app yours ill to say viu app hong kong better both coz can tune the volume app well,0
bad,0
keep ruining favourite character gaying but remember happened lightyear exactly,0
are,0
app wont even open lol this real disney plus workaround,0
one gendre is straight,0
is far slowest app my phone even flagship device take forever load a single content page kind disappointing im sure there good content i cant even see take long load get it together disney,0
lgbt,0
 facevomiting facevomiting facevomiting lgbt cartoon,0
is bad app is gay nauseatedface facevomiting facevomiting ,0
doesnt load all a brand new galaxy tab s8 fix,0
theyve promising add pictureinpicture support 3 year lying it in testing nearly 2 either or tech team so severely incompetent you dont want app anyway,0
disney gay supporter disrespectful many realigns,0
 rainbow prohibited ,0
fuch all,0
im supporting gay,0
bad app bad platform support lgbt,0
you want child become gay is right app dont support gay any way,0
supporting lgbtq,0
stop showing gay cartoon our child,0
 poutingface poutingface poutingface poutingface poutingface ,0
awful content facevomiting ,0
much lgbtq,0
lgbtq facevomiting facevomiting facevomiting ,0
bad service never use again,0
layn3altabonmkom disney yawladl97b ya zawame,0
dangerous kid,0
get error code 83 i use profile mine requires pin app work i use kid profile doesnt require pin ha made app basically completely useless,0
the app lagging download movie take forever load menu you a downloaded video is the money paid disney lot thread issue the internet they are not new are you guy waiting fix this sit,0
pissed,0
disney woke im sick them indoctrinating child cant go back the old cartoon cant people grow realize thing different disney first started and just consider history we dont always to agree or cancel,0
data safety permission info available this app,0
lgbt nauseatedface facevomiting ,0
am free this my opinion my point view without comment did expect disney would become despicable failure not worth watching anymore,0
upate old hbo tv app better max another league thats saying than should meh 3 star now i stream 2 deviceson android phone fine far using on series 9 samsung tv the prepare buffering not loading title picking the point left watching you whis finish title later,0
always buffering,0
gay,0
worst kid u want kid normal dont install,0
dont hate gay everyone free he do but im tired you imposing gay content u,0
app epitome trash cant continuously binge series next episode doesnt automatically start an episode end prompt come screen also uselessit seems like phone screen render unresponsive whenever try pressing play next episode button take 810 hard poke left corner the screen tmyou to fix this a major annoyance ruining the binging experience,0
bad app,0
canceled subscriptiontoo much lgbtq content thats really killing mood,0
kept closing even it updated could enjoy full episode,0
not playing anything most time kick out,0
dangerous application child of lgbt support,0
cant understand theyre trying put lgbt front everyone face dont hate lgbt i dont wanna see every,0
is laggy play wrong movie,0
thats turning character homosexual,0
 thumbsdown ,0
bad app,0
disappointing,0
nemo mae rago,0
support lgbt not interesting,0
u want protect kid dont download they trying make kid gay isnt thing without bringing lgbtgays thing it is two guy kissing two girl it annoying,0
application now showing thing homosexuality this not good thing our child,0
app suck experiencing others by just spinning spinning spinning spinning spinning fix app,0
hate,0
bad woozyface ,0
baddddd i be watch gay,0
l hat,0
worst one,0
app clip lgbtq,0
bad,0
enormous homosexual content,0
app facevomiting ,0
really bad,0
netflix gay,0
hate u,0
 thumbsdown thumbsdown thumbsdown thumbsdown ,0
first used app wa great one day couldnt use phone fire stick stopped working it the wife phone longer work it can get app work my smart tv tried fix error 83 none them work our android phone le year old a samsung flip fold might have to discontinue service i cant watch the device i have with me the most,0
it contains lgbt content,0
 facevomiting angryface ,0
match lgbtq child,0
f uke u app,0
gay taken this platform eww,0
app wont let open keep issue mobile app work fine laptop great choice,0
fix app i dont select movie twice work using chrome cast it doesnt save you up to,0
abysmal app load and never seems actually anything stay stuck the damn loading screen goddamn horrible really,0
doesnt loadupon opening,0
subtitle absurdly small android chromecast caption size setting documented official site no effect the service unstable connection error,0
disney a criminal franchise they milked ruined star war,0
dont get wrong love subscription this app absolutely terrible crash whenever want im unable even open profile half time i download something get even worse cant long profile cant open show cant even delete the video make work ive reinstall so many time order to watch anything unbearable,0
app hardly ever work,0
the year have subscription have never it play successfully my phone check back every month see ill finally able play this app successfully it never happens huge disappointment inconvenient,0
horrible slow app worth money pay monthly it never connects,0
bad,0
app wont load keep locking att account uninstalled reinstalled app still wont work,0
stuck loading cant even get the log screen,0
able open installation freeze second,0
never want work,0
app doesnt open correctly simple that,0
app wont open i get a never ending loading screen,0
error code 73,0
will load keep spinning could log it said didnt a subscription i i havent to use app my daughter her phone day im upset am i spending money an app doesnt work,0
app doesnt work matter have s10 i have cleared cache reinstalled many time just get stuck a perpetual buffering symbol and never load video,0
couldnt get to open ibstalling a say wheel the bus go round round it never stopped,0
are disgusting day,0
bad,0
wont let open app,0
streaming no device kick out le 3 min,0
app give loading failure black screen being purely usable decent subscription the app a failure sorry disney dont work the majority the time android 12 facewithrollingeyes doesnt even let you download,0
horrible cant change viewer rating tv watching and arent given the full catalogue program signedup chat helpline a timewasting joke never offered assistance a period 90 minute wanted the setting i paid should had,0
never load,0
worth,0
almost unusable slow load stutter playing,0
paid year subsription app wont start marvelous disney thank well spent money irony notanymore i guess dont give damn you,0
app good a but past month doesnt even open i tap open app stay the initial disney loading screen i cant use the app not worth it anymore confusedface a shame i really liked content avaliable watch the ease use prior this issue,0
expensive rate per month,0
stuck loading screen icon keep spinning hour hour internet fine tried closing the app opening again still doesnt work,0
irritating start streaming program i sometimes watch episode most time kicking after 2 7 13 minute back home page roku hurry and fix i getting close cancelling my subscription,0
app use work really good crash reinstalled few time now wont let sign app paying something cant use cant even get it to cancel,0
work work flawlessly this isnt always case 810 time app buffer cant even watch one show without stopping randomly ive tried everything fix it fix app,0
doesnt work freeze never even get the login page,0
will open,0
doesnt run android phone xbox series x newer laptop,0
work tv never open phone samsung note 10,0
cant open app please fix,0
cant even get to app no app my phone loading slow this one,0
doesnt work samsung tablet,0
app absolute garbage logging if im wifi my device ie tv on ethernet doesnt register think disney could figure something instead all info via remote nothing,0
there shrek movie spider man movie,0
there audio most language not hindi are going add hindi u have wider audience,0
unless have perfect crystal clear wifi connection all time app completely unusable refuse load anything even connection go back app will act like cant connect wont able watch anything to mention fact there mini player mobile device unless you own iphone seriously never issue accessing the content paid on netflix disney isnt worth the money the headache,0
trying cancel subscription keep sending to site isnt working still cant cancel account,0
used work now app doesnt open tried reinstall no avail watch other device not phone,0
app stop working of time useless have on phone,0
wont open,0
okay a then randomly stopped working is perminantly stuck a loading screen idea the biggest cooperation such fundamental issue,0
hard time get channel work my tv make easier please,0
app crash it load tried uninstall reinstall same issue absolute waste time,0
good streaming,0
full bug disorganised genre section cant remove filmsseries continue watching sometimes pause button disappeared i cant pause go back specific timestamp cant remove profile,0
never load movieshow used work now cant watch anything it,0
app xbox 1 fine little buggy work a app galaxy s20 fe 5g wont even open it worked perfectly fine couple month ago when open it it stay loading screentakes out the app completely have restarted my phone checked my wifimobile connection consistently fine reinstalled the app looked way fix the issue nothing ha worked seems like others agree please fix thank,0
h34vm,0
complicated manage account just want to download app,0
straight doesnt let watch download got error code my sony xperia phone,0
click open app android it load forever cant watch anything the go,0
would great work all device no issue except one lenovo tab p11 pro time try stream anything whole application crash take the tablet launcher it playing downloaded content seems work fine however thats always option,0
cant get appt load pointless,0
app doesnt work s7 tablet,0
great thumbsup mediumlightskintone ,0
just what is supposed be disappointing,0
horrible,0
phukks surely phukktupp latest updatecrash king,0
app aint child friendly parent beware,0
worst the 4 streaming apps use watch cartoon kid every 20 minute go thru junk unlike every streaming app go next episode ha netflix that feature year you dont,0
just stop this been going few week this point am even paying for this,0
app download isnt loading any smart phone the house have autistic child depends his app a long ride his school every day just wish could fixed,0
cant get sign page every time open app sign faced loading screen ive tried clearing the data storage setting uninstalling reinstalling the app nothing work i can open other device fine it doesnt want budge on device could please fix this and thank,0
had disney 2 year were few entertaining show it not worth,0
not load app,0
stink,0
you support homosexuality,0
ya know just absolutely love when app crash 10 time movie you to restart app constantly grade a streaming service right couldnt done better,0
app crashing across multiple device,0
disney deserves hate the quality service provided bad streaming experience frequent crash both android phone web o tv subscription cancellation the way,0
wont load,0
anda mal en el celular,0
offline downloads screw overall app performance,0
app stuck loading screen never stop matter wifi data strength unusable,0
disney bad,0
