content_final,score
honestly review really bad dont want given even one star rating speak truth this plate form account be banned think facebook involved anti islam activity when speek the favor tlp threekay labike pakistan facebook account be banned i think 42 fake raking when i see last time facebook raking 23 ,0
racist company support destruction the world encourages homosexuality,0
super,0
 poutingface poutingface ,0
cant log facebook account there link automatically appear my wall cant keep ignore my account automatically logged when i tried log it cant facebook identified i it instruction facebook didnt let to log im sick of facebook this is the second time my first account locked since 2021 feb im sad im upsettttt facewithsymbolsonmouth poutingface poutingface sleepyface disappointedface downcastfacewithsweat ,0
waste time creates sgitbin mind reel forcefully recommended anti national fb page shame facebook,0
fb puro restriction puro add pa wag nyona download puro restriction panget ng app,0
wont let login my account,0
terrible cant change anything without password when typed wa always said be wrong,0
is facebook letting connect my facebook account,0
cannot login account need authentication code smartphone i dont know get because cannot login smartphone reset phone please help i also give my id verification now say cannot use verify how to login my fb account ,0
experience must show mention this app berry easee donload,0
maybe should also work harder filtering fake news article circulating the platform instead restricting unharmful post are widespread of fake news article the site take action come,0
suck all way,0
facebook,0
laging loglogloglogkakainis,0
open,0
ok,0
md kamrul hasan,0
saidul aii,0
hiii l,0
خوب,0
 6 7 0 00 00766 6 7 67 ,0
way many ad people getting put facebook jail absolutely reason sometimes feel like facebook definitely infringing our free speech the hell facebook are a communist,0
hi if yoouiits u hubbyu muj my it iuuu ky6it vcr iy7itty iiiuuyyu iuuu u want money,0
nonsense,0
would better they make fb video they before,0
new version worstvery disappointed you guysolder version easy simple,0
 thumbsup ,0
worst app ever add every your time time ower time nothing facewithsteamfromnose facewithsteamfromnose ,0
hate extra post other page pop in feed are random so annoying want see post my friend list page i follow i cant see often,0
yyy,0
dont want see again boring,0
app just waste data,0
ankitkumar,0
good,0
zca1 blacksmallsquare blacksmallsquare backhandindexpointingright backhandindexpointingright kiss kiss neutralface speakinghead speakinghead speakinghead ,0
face many issue regarding restriction fb id loginpriblem monetization problem three fb account have lost are locked hope fb team meta work best this,0
 angryface angryface angryface angryface ,0
facebook lite,0
account got hacked many virus sent family friend,0
latest update video start sound watch in the setting turned off,0
please stop suspending account didnt even anything wrong the first place you even restrict u spamming even we dont that,0
whats going facebook account no longer login indicating my account locked please help out,0
ব ড দ শ,0
nice app,0
wont let delete,0
horrible your privacy mental health see cambridge analytica scandal depression etc,0
facebook getting bad abd rubish day day hate to much every day need update even have net it show ofline hate gatya app shoulf b band over world,0
kv elangovan kv elangovan,0
wrong,0
change name adsbook 010 app keep getting worse everytime update most image reply not show including reaction could give zero star it edite fb even removed button instant hide ad even removed capability remove interested topic fb keep getting ad greedy long get money ad they will keep forcing ad user one way another,0
good,0
p,0
app chinese funded nazi trash there an option rate with le one star would cuckerberg a ccp dnc funded sell just look how much facebooks stock tanked since went hitler mode silenced free speech sold platform big pharma covid vaccine advertisement yeah dont waste time downloading trash,0
locked account no reason,0
pretty good,0
dislike aap,0
best app,0
hi fb team used 2 factor authentication via google app fb id able open id any way i tried 1 month still is not open kindly help via my email thanks,0
panget nyo kabonding sensitive nyo 1star ka muna saken,0
laxmie,0
armaan babu,0
bad bad bad,0
bring back dark mode app remove the stupid discussion tab comment news feed new video player so bad cant even forward backwards video double tapping,0
lupus,0
facebook fun use community standard it getting of hand created account a hour later got suspended literally nothing using account yet whats wrong,0
nothing ad,0
mera facebook friend se chalu kar vahi wala id,0
great,0
cant react live video im watching,0
please give another option recover account loudlycryingface loudlycryingface loudlycryingface ,0
thank face book,0
bad slow network,0
kinda dont like bcs change name i struggle find and give headache please update thankyouu i appreciate though,0
many problem,0
rashid khan,0
facebook working ehen try open immediately close,0
79wx4,0
ওজসজডজ শ সকসমডজড,0
nice,0
always copyright always ban dont like system,0
good,0
good,0
vishva mandal,0
dont wanna say anything,0
cant log to account,0
many ad cant see important post since is ad ad are irrelevant not appropriate,0
there problem auto video play mode cause am able use feature anybody facing problem give one star expressionlessface ,0
sijad,0
disturbing app,0
annoying use constant bug tiny typing window many ad horrible interface,0
म सरक म र म सरक म र,0
one star beacuse angryface may facebook account may facebook first page not show reel vedio fix may problem pleaze am also recommended may facebook problem facebook app may problem is not fix thumbsdown pleaze fix may problem,0
constant log failed error occurred message yes information correct feel like i entered information a bogus app steal personal information uninstalled,0
great,0
terrible app,0
facebook new update facebook watch so bad looking bad design,0
dumidu,0
leexwzpp0pp0pppppppppppp0pppp0pppppxele grinningface llel grinningface grinningface grinningface milo p lx,0
keep taking my post even though doesnt anything the rule,0
ampon kalang daw,0
1st,0
gave one star of five star app getting slow day day server very slow,0
happened update story dont load i am forced scroll story automatically come instead choosing person story view ridiculous my page jacked this is awful all freaking ad take away allll darn ad ugh,0
always bug the application every new day new update given facebook page group dont work properly,0
data bahut khata hai fb aapka,0
thumbsup rose grinningface ,0
im superd form falsten,0
have updated 3x facebook 1 month make feel weird the technology go i think what happens update data everytimes get thing right,0
bad experienceeverywhere disturbing add videosrubbish,0
watch live video button disappeared,0
ok,0
even able login,0
sanjaya,0
cannot even make account poutingface ,0
someone stole identity facebook not a damm thing it ive done that could more try get back account since facebook governed no one im screwed of identity my email,0
trash,0
invasion privacy what called choose join fb ig yet still suggest i message ppl ig fb messenger i see clearly can see i dont want dumb creep i added ig i 12 messaging or adding fb i add family i dont want to join fb ig should respect and show everyone across platform info on the app period,0
youre causing fb account lose got like many confirm identify opened screw for have done and now lost my friend post comment etc whatever please dont make like okay,0
stupid apps,0
op,0
im using facebook my oneplus 10 pro using experience very bad app always crush cant use properly,0
app grate,0
amazing app,0
notification,0
àãàààà aa aa àa,0
recent update not user friendly specially switching page profile really disgusting i need do anything my page ive switch profile is boring cryingface ,0
cant receive notification my friend birthday even the notification on ,0
look like someonea decided add rubbish feature doesnt work sure zero logic anyways keep surgesting page think would like keep keep keep clicking i dont want see than you auto refresh page it again only it keep showing every 6 post same page this joke you trolling this isnt funny happy sent video this proof zucc,0
very easy aap a good app averyone,0
koiloa ji ha ha mkm kij,0
please help my account open loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface ,0
good,0
nice,0
ok,0
dali,0
false flagging true material shared others criminal censorship shutting group are the health wellbeing of humanity evil criminal fb been using abusing position public platform youre also stealing money via marketplace 3 item boosted were to charged item got sold the item didnt get sold have stolen money karma,0
tgo,0
lol company,0
 revolvinghearts revolvinghearts revolvinghearts revolvinghearts revolvinghearts crossmark birthdaycake ,0
bahut jyada mb kha raha hai,0
using app whenever click an fb link a photo caption posted a photo album doe redirect the actual post anymore go a blank page,0
cant log,0
suck installed and nothing accessible nothing load cant find friend they wont load,0
f hi,0
try stop raise voice working money for people service legal policy foldedhands ,0
facebooks algorithm suck their app keep freezing,0
nice djsc,0
change phone still keep same gmails email contact now want lock out facebook say and dont want prove i they keep asking same stupid question and and not let answer i can without only fifth time ive a new account because of stupid nonsense,0
nice see are free smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
vishal best,0
reason im giving a one star cuz take long download,0
must always make update,0
nice app,0
nice app,0
fb n whatsapp hoard mobile data till other apps no connection rubbish irrelevant ad clutter page waste time not respect person privacy refuse allow shutting ad are rubbish offensive eg naked body etci marketplace fltering joke dont provide a drop filter instead making spend hr knocking page of unwanted ad poutingface latest annoyance backhandindexpointingright doe fb filter comment group post the extent critical info lost,0
ad keep installing cleaning apps phone without permission already reset phone when use my phone go thru app have uninstaller many many time still persists,0
wxxi2,0
update video l suck,0
account disabled also hacked they didnot something it,0
account ben lock please help my unlock so option unlock please,0
sk sadre alam,0
facebook become and useless app frustrating time the website is becoming impossible use postbanned posting something your account deactivated useless,0
ও ক কপপক আ য় য় nooneundereighteen restroom য় ,0
privacy,0
dont all go ahead charge maybe dollar month ad free app bombarding ad absolutely crazy amount user have would gladly pay dollar month ad free service dont say thats enough look how many user you have around the world better yet fix so someone report hide a ad actually disappears the feed ,0
10ears,0
ʙᴇᴀᴄᴀᴜꜱᴇ ᴀᴅꜱ ᴀʀᴇ ɪɴᴄʀᴇᴀꜱᴇᴅ ɪ ᴅᴇʟᴇᴛᴇ ꜰᴀᴄᴇʙᴏᴏᴋ ᴏɴ ᴍy ᴩʜᴏɴᴇ,0
the love pete happened the latest option see newsfeed,0
good,0
unintentionally installed update before app worked perfectly without error now will allow to even open app junk,0
रमनप ल,0
𝚠𝚑𝚢 𝚢𝚘𝚞 𝚍𝚒𝚜𝚊𝚋𝚕𝚎 𝚖𝚢 𝚏𝚊𝚌𝚎𝚋𝚘𝚘𝚔 𝚊𝚌𝚌𝚘𝚞𝚗𝚝 𝚠𝚝𝚏 𝚒𝚕𝚕 𝚐𝚒𝚟𝚎 𝚢𝚘𝚞 1 𝚛𝚊𝚝𝚒𝚗𝚐𝚜 𝚗𝚊𝚔𝚊𝚔𝚊𝚍𝚒𝚜𝚖𝚊𝚢𝚊 𝚔𝚊 𝚏𝚊𝚌𝚎𝚋𝚘𝚘𝚔 𝚠𝚊𝚕𝚊 𝚗𝚊𝚖𝚊𝚗 𝚊𝚔𝚘 𝚙𝚒𝚗𝚘𝚙𝚘𝚜𝚝 𝚗𝚊 𝚒𝚋𝚊 𝚝𝚊𝚙𝚘𝚜 𝚒 𝚍𝚒𝚍𝚒𝚜𝚊𝚋𝚕𝚎 𝚖𝚘 𝚏𝚊𝚌𝚎𝚋𝚘𝚘𝚔 𝚔𝚘 𝚋𝚒𝚐𝚕𝚊 𝚋𝚒𝚐𝚕𝚊 𝚍𝚒 𝚔𝚞𝚗𝚊 𝚖𝚊𝚐𝚊𝚖𝚒𝚝 𝚏𝚊𝚌𝚎𝚋𝚘𝚘𝚔 𝚔𝚘 𝚊𝚝𝚞𝚜𝚒𝚗 𝚗𝚒𝚢𝚘 𝚗𝚊𝚖𝚊𝚗,0
bug bug bug bug,0
,0
cannot see friend request icon the top disappeared suddently altogether release new update thorough testing else thumbsdown ,0
everytime asks update le use the i update,0
ফ রহ ন,0
please fix im fed with crashing repeatedly getting wifi connection error message will load refresh just crash is only app have keep the issue,0
sir account play onther people story im much sik sir please refresh my account,0
jason going be long day today i love other side faceblowingakiss heartexclamation faceblowingakiss faceblowingakiss heartexclamation faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss same time me smilingfacewithhearts same time u smilingface same me i be,0
one fav social medium app time passed turned garbage used app 2019 recently got fake report dont any fault today got a warning post fb said two your post scamming my id isnt hacked when see post form user is automatically published my id it happed 56 time i deleted recent but forget delete old one i cannot log my account angryface angryface angryface ,0
update constantly change look location thing it not broken stop messing it,0
hate,0
mumtaz,0
face book a waste time used login again again see error occurred installed thousand time always get help this thing make app good i am disappointed,0
absolutely useless keep telling that have lost internet connection doesnt matter i use mobile coverage home wifi hard line cant log to account wont go past identity verification rubbish,0
suck,0
hell never get right,0
cant post facebook hate app,0
should provide qr code reset account 2 step verificationlike google authenticator ive reset phone without disabling 2fa trying login application prompt authentication code i enter code adding facebook account google authenticator will open first,0
pattti pu,0
md nasim,0
facebook bgi acc fb aku blik la loudlycryingface ,0
bad,0
โคตรพ อโคตรแม โฆษณา ฟ ดเพ อนในเฟสไม ข นเลย,0
cant log my account,0
completely locked of pagedont kno it hacked what,0
doesnt a seek function cant move forward just tapping side need finger scroll video progress bar the bottom,0
най грозно то приложение колко смейства е развали ло poutingface downcastfacewithsweat ,0
cant play the video my feed,0
good app,0
doesnt show menu the last update,0
nice,0
cant react i dont vaiolate rule,0
barmdev,0
vived friend profile,0
many ad cant play single video without ad,0
walang nagnonotif kapag may nagreply sa comment ko kaya inaway tuloy ako ng girlfriend ko,0
fd,0
beh bat lagi nlng disabled acc haha nangyan,0
 facewithsymbolsonmouth ,0
would take away ability sort most recent dont care post 2 day ago you think may want see put back ability sort most recent,0
nawfar,0
facebook suck,0
help,0
bad,0
sir hamre pe code nhi aa rha,0
app total garbage far best it app act dumb here when create account have do repeatedly it do it keep showing wont sign on facebook the time only it wont let select the email leave stupid app 1 star you fix not mention you need remove advertisement are much ad there i dont want to see please dont download app,0
recent update made marketplace untrustworthy outright fraudulent,0
terrible,0
bad took account without anything cant even sign and make another account this they play,0
blurry photo blurry myday uploaded picture hd photo available option fix,0
support woke good bye wavinghand ,0
hello nema clarke you,0
use be good like watching video screwed whole thing the change they recently made liked the way wa where had option choose i wanted watch see im stuck what ever facebook throw me getting worse worse the day,0
cant get of dark mode latest update,0
stinky,0
apps always stop the best momemt,0
dont want give one star faced most recent problem login we login unexpected error occur message seen plz fixed problem want to done important massage plzz,0
bed,0
still dislike button,0
can only disable rather uninstall completely first account hacked my 10 year profile deleted even requested review immediately i found i hacked i wa ignored now zucc want forever stay my phone is garbage id rate 0 star i could,0
khanfaisal,0
lawsuit incoming can say are private you paid help the 2020 election well see a judge think,0
bad app,0
abhigyan,0
gj,0
crash every 5 minute,0
is bad child,0
bad,0
account suspended no reason thats i not gonna use app anymore fk app,0
able stay loaded,0
facebook sensitive your post sharing harmless link like sayout will automatically detect a spam community standard i think not what make more frustrated is didnt turn the post that contains sexual content additionally are still troll account malicious false info post are really against the community standard also didnt turn for unknown reason pls fix problem,0
installing app phone getting hanged additional finally uninstalled app because most irritating community standard rule for without reason blocking account commenting anything else though is a valid reason irritated rule this is most annoying feature fb many guy doing nudity comment profile pic others that basis are following community standard,0
im trying get back facebook tell enter code cant find anywhere so passed feel like im jerked aroundif could open app go to menu like say i would totally suck im opening new account,0
ddf,0
unfair,0
poorly,0
pop like shortcut bar s bug s a feature,0
dgjitruii,0
lock issue poblem time slightlyfrowningface ,0
can one the biggest company the world absolutely 0 customer support disgusting embarassing mark zuccerberg a lizard,0
كلنا فطرة معا لدعم فطرة ,0
cannot log cant log to android app changing password my desktop computer say unexpected error i uninstalled app install ing again cleared data not fix to fix without reformat,0
take phone,0
rajaul,0
suck frigging controlling hypocrite,0
facebook keep sm,0
bised app,0
facebook yall gotta better yo everytime try open pic screen black it annoying this point ever since meta taken this app sucked,0
new review new issue facebook flagging because post containing sayoutme link is literally reason expect i created new back another dumb reason flag harmless thing risking my account be banned a link,0
letting log or check notification whole menu isnt working keep asking to retry,0
is okay aint like wow okay can connect people then go another site chat them it meeting place it the best place be social medium with friend social medium it kind boring actually,0
every update whole load ad regardless often say irrelevant hide they keep coming hid certain ad least 5 time gosh darn my newsfeed want story my friend a default view and not stupid reel leave alone reel unbelievably annoying,0
1216 enate,0
have deleted facebook am using reddit instead facebook algorithm get wrong suspending account news post there heated debate happening is obvious facebook want go same way myspace yahoo,0
cont login more disturbkng connection problem pls help what i touched pls someone help,0
uninstall intentionally of ad other apps,0
app keep stopping is fourth time im reinstalling,0
latest update horrible one business page disappeared my menu entirely cant see my own business page the app anymore when i click my business page now seems view a whole new profile rather a page please change back,0
good,0
برا العب,0
cant log ridiculous grimacingface facewithrollingeyes ,0
old best,0
irrelevant ad propaganda medium platformno freedom speech,0
هو كىىم التطبيق ده بيعلق ليه ايه البضان ده,0
is good,0
been shotty recently,0
facebook ban people anyhow any post youre banned something definitely wrong zuckerberg posted picture wrote grandfather i banned 4 day,0
kick out the app random time saying it updating updating my google play store upsidedownface this been going for awhile and it is not okay,0
cant watch nothing new update doesnt let watch kind video,0
مع الشعب,0
the update marketplace place so slow,0
am sick this app one matter many time turn auto play video turn back cannot stand random video auto playing also is zero real personalization can set up many time you want go back default have used facebook since wa 8 year old it used work fine now a trash heap it wasnt a friend mine i would delete facebook never look back,0
cant control access professional page much wrong this app cant upload photo etc fb denied access my professional page i not a choice to download app app doesnt work thank fassbook ive lost money,0
bad,0
im being able use facebook app abd messenger app lite apps my mobile phone currently log with crome device also can use the app account a different mobile can i do,0
getting worse day lot comment arent showing even someone mentioned so slow annoying,0
stupid update,0
couple week ago wa logged of profile have been able log back i dont know,0
never wanted rate to express face book keep blocking accmark zugerberg please no yahoo boy stop block acc please,0
update update poutingface ,0
gatiya app lakdi kai nam par ladke hai saab kai saab din aur raat ek tarah kai message karte hai ek top kara mera ek mahine ka recharge kardo kiya hai yeh saab aur ek ladki bejjata hai mai restaurant aayi hoon mera pas kana ki paisa nahi hai tum bejj doge kiya abe sale jab paisa nahi hai toh resturant q guya inn sabko blacklist karo phele,0
short reel suck bruh,0
problem,0
good,0
بده مسخرس سرعتش افتضاحه,0
support rembo whiteflag rainbow poutingface facewithsymbolsonmouth facewithsymbolsonmouth poutingface ,0
akifjani,0
mother,0
got facebook account hack cnt anything i would say facebook secure and feeling like not to use,0
response ticket screen stick half mode to constantly uninstall reinstall,0
unable sync android system sync for item no option enable hence miss your notification pure shite,0
jamazam402,0
censorship,0
are lot ad i dont feel good this experience,0
nice,0
not download properlybye bye,0
verynice like massege video,0
facebook suck literally throw in jail dont allow to fight god forbid post picture your 3 year old without shirt upsidedownface complete trash,0
new policy create much doubt confusion account linked family well contact my but not allowing user log so a last hope im trying everything could possible will uninstall reinstall and see difference ,0
used like video used work facebook made classic not copy instagram tik tok recent update watch video make the company worse kindly get issue fixed you loose all,0
everyday update one app sick tired this app,0
bad application,0
nice,0
can cant use our first try,0
site suck suck totally suck,0
facebook hamper our privacy,0
bring back locking profile feature,0
tereible,0
two personal account disabled just forced create new facebook account tried to recover my previous account without positive result,0
hiii app very use full app all u like app,0
half straight couldnt see facebook of add,0
tick box setting link open externally expected setting forever unless uninstall app this setting changing i have tick every so often,0
facebook marketplace doesnt work properly get fed of these update pensiveface pensiveface ,0
could give app zero star i would many useless annoying ad notification barely ever work censor free speech limit post marketplace sometimes take hour to post something sale ha become one the worst apps ever made many sensitive people a waste time,0
cant use reaction the moment prevent misuse wave temporarily restricted ability use feature facebook can try later id problem,0
every second post annoying ad,0
cant log right,0
should given resion the update,0
app sometimes keep going get sorted asap,0
best sosal medea aap,0
aktao mall pote na pleadingface brokenheart ,0
do need messenger sending message do need fb app manage page refuse playing stupid nonsense game facevomiting ,0
took whole life hacked cyber attacked stalked family friend facing charge law enforcement bc got set all bc using app facebook thinking soical medium network to share my loved one my good memory moment life the worst thing ive ever by far trusting app anything ever owned,0
stink,0
afari nkrumah,0
stupid appto much bug notification,0
lol ha facebook,0
double tap pinch zoom picture doesnt work usually sends back the first photo,0
useless reel option time wasting,0
ahqversion,0
please facebook management stop showing add my account watching video add t make buy anything it,0
thanks your email address receive email get know,0
back back update,0
community standard the system ha became trash can disable post isnt actually violating community standard cant see leaked pornographic contentslinks scammer triggering content please improve system this service i getting really unfair,0
jakir,0
bahot hi ghatiya video speed hai fb ki,0
 smilingfacewithhearts nc,0
app destroying world,0
cringe degenerate censorship company owned operated complete subhumans,0
the apgration phone respond the fb open fb i got back fb uninstall,0
need update the time log this very annoying,0
only 7jj,0
cant customize topic watch news app keep suggesting news video country language dont understand showing topic dont want see,0
account get locked i dont know and option get unlocked through phone number is second option email security code option dont so rude dude,0
absolute garbage fact checker call real scientific research false mark zuckerberg be gitmod,0
doe open account really bad,0
are reason disabled app fbmeta made that cannot manage business page my phone unless go the app,0
good,0
recent update worst earlier video tab wa nice like can watch like else scroll downbut it like tiktok app we must start watching every video 10sec scroll next we dont likethis really really very worst update,0
im unable understand reason update yesterday updated app now again showing update available information update the developer whats non sense try manage update system quarterly six monthly instead daily,0
last update ruined pokemon go app i no longer access game fix,0
vh,0
cannot got profile professional modplease review,0
facebook need update app fix major problem page wont load fully i cant see of post,0
literal trash ive trying hour recovering securing account i still cant get account back always trouble completing request literal piece trash,0
terrible reel take time load well the story thing thats happening ig right been going since last night meta need fix this issue rn,0
give 1 it something wrong your app,0
good,0
apne gleach ko dik karo,0
account lock,0
jelel,0
hacked keep removeing change stuff going report,0
just hate,0
rajchauhan,0
fazool app ha account login ni ho rhaa facewithtearsofjoy ,0
xxvibo,0
worst app account fb account loked,0
wow thought insta got slow this a winner,0
bad app strict condition restriction account trivial reason sometimes no reason even,0
beautiful,0
amrat pareyar,0
many scammer,0
professional mode not coming,0
respect opinion doe not know even understand tone text even ability perceive emotional response now ai designed to destroy relationship make people hate others all see it and disappointing better mark,0
app not updating suck,0
network problem,0
create account facebook download mat karo,0
good,0
keep freezing talking menu isnt available right ive uninstall reinstall like 10 time why it guy stalk folk put facebook jail thing think offensive especially it ethnically biased the site yet to work multiple day a row keep asking to update many update one need in a week,0
account not working properly,0
read 1 suggested you then whole feed becomes suggested you feed full advert also feed not updating properly seeing friend post come from 3 day ago because someone commented dont need see your feed terrible why cant just become recent like it used be facebook become user unfriendly nowand slow notification coming no wonder people deleting account,0
like facebook meta,0
dont use aap downloading very worst aap,0
home page video auto play is very bat,0
imrañ,0
bakwas time ka zaya bahrawari fozeel thumbsdown thumbsdown thumbsdown ,0
good,0
wrost app issue due comment part fun,0
nice,0
bad experience and demand update,0
hate u,0
zezz,0
im able open account,0
osm,0
facebook best app the world smilingfacewithhearts smilingfacewithhearts smilingfacewithhearts ,0
love fb,0
advertisement countinously playing the background even you skip so annoying thumbsdown ,0
traumatising,0
bjvu,0
is very bad app n world,0
nitesh bos,0
hla htwe,0
mera id pas change hi nhi hi rha ha kya chal rha ha ya yaar,0
sunon,0
amwer,0
nice kissingfacewithsmilingeyes thumbsup ,0
app bad app beautiful girl not accepting friend request please add beautiful girl accepting friend request system,0
blocked using figure speech a legal advice group quite literally not a threat app suck,0
mukesh kumar,0
good,0
savitri aathiya,0
hate app keep repeat secure account it many time it keep do it it stuck i cant go back to may acc,0
this app good sharing,0
crp every half hour so say unable load page uninstall restart phone time absolute shite,0
lixo brokenheart ,0
bakwaas hai,0
dood app,0
vinodkumar,0
s21 5g search group function gone,0
always pop the pause button watching video,0
cant find setting toput watch video home shortcut tab home screen tried delete reinstall no success,0
ev,0
im super annoyed the constant recommendation reel cant even watched video properly without ad popping every video god,0
heat face book,0
got account warning dont any mistake i hate facebook poutingface poutingface poutingface poutingface poutingface ,0
bug,0
2811 28823677706,0
cannot updatecannot open facebookwhat happen,0
nice,0
radkv,0
cant log,0
,0
app not good facebook page facebook account blocked bath am also are id not unlock facebook profile shame you,0
low class bias apps support zionism zionist nazi hitler half jew,0
a fan fb,0
bad,0
unprofessional facebook not respond these negative review am issue similar what others writing a booted of app is fb going respond leave u hanging,0
bad xpercience,0
account not loginig plz solve problem,0
ashish,0
is clear use up elderly person i dont need ad send i am not interested open apps thank i dont any option,0
গগগ,0
bahut kharab app hai bhai log use mat download mat karana,0
facebook becom porn tv a day facebook 3d class many adult series porn star,0
id rate app zero star it wont let the blatant censorship what make app 100 completely useless please save from downloading absolute garbage an app,0
asz,0
facebook hacked got locked email password changed dont even bother calling help centre doing 48 hour requesting permanently shut down if they can get access long enough for delete myself all different representative i spoken have done have go the long process still nothing done one said hed disable it for 24 hour send me a link get access nothing your job help,0
34 td,0
good,0
boring,0
1 star restricting from telling truth,0
ive logged of account day all effort log prove abortive please want account back do do,0
good morning twohearts twohearts twohearts twohearts ,0
facebook securityadministration poor wa bullied fb banned for 2 day wa human intervention im done this app,0
want free not need 4g single use simple single to much good,0
ok,0
someone hacked account cant get back because refusing to sign,0
id lock system unlock account please account unlock please contact email please unlock account,0
account used be always hack doe secure lockedwithkey account so many hack been lost due hack cant even play game,0
bad,0
bgf,0
new update too much sensitive specially group get restricted nothing,0
nice thumbsup ,0
nowadays app very dirty facevomiting the kidz sharing dirty dirty vid,0
i used use facebook many ad not come now many ad come a minute,0
 google deleted review 100 time facebook marketplace tried sell mother human slave wa trying sell painting facebooks robot kept taking a photo her her friend posting on marketplace the title two human woman sale 80usd you insane,0
slow precessing,0
is secxernf app,0
keep suspendinv account without reason personal account permanently disabled i dont know,0
is really useful,0
facebook tt fb acc what use school important stuff why wouldnt let accepted password everytime try log let take let secure account stage once did it turn blue screen thats ive waited an hour nothing an empty blue screen tried it again the thing happen think 67x why cant i access it tt lot of important stuff in my fb account heeelpp meee pleeeeeeaaseee,0
poor,0
every update change video back starting sound the newsfeed absolutely stupid,0
something wrong the photo layout,0
hi good day you reading im writing behalf friend wa active on fb quite time recently wanted access account cant asked check after checked noticed account been changed a different name tried to retrieve her account using help page failed she used one email signing and shes using a different phone number so she wa devastated she could nothing it,0
sw,0
bad,0
md,0
can lock profile is new update,0
of policy,0
boring mom us alot it mostly parent,0
facebook become scam artist playground try selling the market place get spam scam reported nothing get done yet i say something hurt someone feeling i get suspended you know youre allowed have opinion,0
curse the app,0
went click fb gone download againstill cant click my front screen go have go to playstore find it,0
cant log it always say error occurred foe even mean,0
darty app meri bgmi ki id m416 glesar tha lekin mera facebook account band ho gya,0
can login my account,0
rubbiyajahan,0
damn how much hate,0
nice cool nice day today tomorrow nightwithstars sweet roastedsweetpotato frenchfries a week back the store get to later tonight tomorrow nightwithstars the moment,0
krishna raj bhoi,0
awfulonly seeing sam post,0
could give facebook zero i would far much censorship conservative viewpoint value factual information allowed it disagrees what socalled community standard say theyre called fact checker nothing than bleeding heart weeping willy opinion checker,0
aishdeep singh,0
december 30 2021 randomly disable account really my main account since lot memory,0
really hate apps current system,0
yoko na sayo mark,0
ashik,0
understand need run ad pay bill ad suggested post make the majority my feed have idea anybody follow up anymore just get spammed meme page dont follow,0
nice facebook,0
guy protecting visor youre giving promoting given shot child shot thats proven be deadly block people like that showing proof youre protecting child molester,0
installing face book working fine yet using messenger screen stuck messenger never go back face book,0
most foul app ive ever seen security system reporting system just show nothing else,0
worsty,0
app crashing,0
dont want like fb please stop interrupting with fb advertisments,0
work story is made song,0
شوکت علي,0
